,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,APPROVAL_STATUS,AGE,EMPLOYEE_FROM_YEARS
177,0,1,0,0,166500.0,1,2,2,2,1,1,0,2.0,0.0,51,17
178,0,1,0,0,166500.0,1,2,2,2,1,1,0,2.0,0.0,51,17
179,0,1,0,0,166500.0,1,2,2,2,1,1,0,2.0,0.0,51,17
180,0,1,0,0,166500.0,1,2,2,2,1,1,0,2.0,0.0,51,17
181,0,1,0,0,166500.0,1,2,2,2,1,1,0,2.0,0.0,51,17
182,1,1,0,2,216000.0,4,1,2,2,0,0,1,4.0,0.0,42,8
183,1,1,0,2,216000.0,4,1,2,2,0,0,1,4.0,0.0,42,8
184,1,1,0,2,216000.0,4,1,2,2,0,0,1,4.0,0.0,42,8
185,1,1,0,2,216000.0,4,1,2,2,0,0,1,4.0,0.0,42,8
186,1,1,0,2,216000.0,4,1,2,2,0,0,1,4.0,0.0,42,8
187,1,1,0,2,216000.0,4,1,2,2,0,0,1,4.0,0.0,42,8
188,1,1,0,2,216000.0,4,1,2,2,0,0,1,4.0,0.0,42,8
189,1,1,0,2,216000.0,4,1,2,2,0,0,1,4.0,0.0,42,8
190,1,0,0,0,270000.0,2,2,2,2,0,0,1,2.0,0.0,54,29
191,1,0,0,0,270000.0,2,2,2,2,0,0,1,2.0,0.0,54,29
192,1,0,0,0,225000.0,2,2,2,2,0,0,0,2.0,0.0,39,7
193,1,0,0,0,225000.0,2,2,2,2,0,0,0,2.0,0.0,39,7
194,1,1,0,0,315000.0,1,2,3,2,0,0,0,1.0,0.0,28,3
195,1,1,0,0,315000.0,1,2,3,2,0,0,0,1.0,0.0,28,3
196,1,1,1,0,255150.0,3,3,1,1,0,0,0,2.0,0.0,51,-1001
197,1,1,1,0,255150.0,3,3,1,1,0,0,0,2.0,0.0,51,-1001
198,1,1,1,0,255150.0,3,3,1,1,0,0,0,2.0,0.0,51,-1001
199,1,1,1,0,255150.0,3,3,1,1,0,0,0,2.0,0.0,51,-1001
200,1,1,1,0,255150.0,3,3,1,1,0,0,0,2.0,0.0,51,-1001
201,1,1,1,0,255150.0,3,3,1,1,0,0,0,2.0,0.0,51,-1001
202,1,1,0,2,157500.0,1,2,3,2,0,0,0,3.0,0.0,39,1
203,1,1,0,2,157500.0,1,2,3,2,0,0,0,3.0,0.0,39,1
204,1,1,0,0,148500.0,1,1,2,2,0,0,0,2.0,0.0,48,2
205,1,1,0,0,148500.0,1,1,2,2,0,0,0,2.0,0.0,48,2
206,1,1,0,0,148500.0,1,1,2,2,0,0,0,2.0,0.0,48,2
207,1,1,0,0,148500.0,1,1,2,2,0,0,0,2.0,0.0,48,2
208,1,1,0,0,148500.0,1,1,2,2,0,0,0,2.0,0.0,48,2
209,1,1,0,0,148500.0,1,1,2,2,0,0,0,2.0,0.0,48,2
210,1,1,0,2,202500.0,1,1,2,2,0,0,1,4.0,0.0,30,6
211,1,1,0,2,202500.0,1,1,2,2,0,0,1,4.0,0.0,30,6
212,1,1,0,2,202500.0,1,1,2,2,0,0,1,4.0,0.0,30,6
213,1,1,0,2,202500.0,1,1,2,2,0,0,1,4.0,0.0,30,6
214,1,1,0,2,202500.0,1,1,2,2,0,0,1,4.0,0.0,30,6
215,0,1,0,0,202500.0,1,2,3,2,1,0,0,1.0,0.0,24,2
216,0,1,0,0,202500.0,1,2,3,2,1,0,0,1.0,0.0,24,2
217,1,0,0,0,112500.0,2,2,3,2,0,1,1,1.0,0.0,20,2
218,1,1,0,0,94500.0,3,1,2,2,0,1,0,2.0,0.0,61,-1001
219,0,0,0,0,315000.0,1,2,1,2,0,0,0,2.0,0.0,28,5
220,0,0,0,0,315000.0,1,2,1,2,0,0,0,2.0,0.0,28,5
221,0,0,0,0,315000.0,1,2,1,2,0,0,0,2.0,0.0,28,5
222,0,0,0,0,315000.0,1,2,1,2,0,0,0,2.0,0.0,28,5
223,0,0,0,0,315000.0,1,2,1,2,0,0,0,2.0,0.0,28,5
224,0,0,0,0,315000.0,1,2,1,2,0,0,0,2.0,0.0,28,5
225,0,0,0,0,315000.0,1,2,1,2,0,0,0,2.0,0.0,28,5
652,1,1,1,0,238500.0,1,2,2,2,1,0,0,2.0,1.0,52,9
748,1,0,1,0,315000.0,2,1,2,2,1,1,0,2.0,1.0,37,1
1652,0,0,0,1,450000.0,2,2,2,2,0,1,1,3.0,1.0,49,1
1858,1,0,0,0,90000.0,1,2,2,2,1,1,0,2.0,1.0,51,2
1860,1,0,0,0,90000.0,1,2,2,2,1,1,0,2.0,1.0,51,2
1862,1,0,0,0,90000.0,1,2,2,2,1,1,0,2.0,1.0,51,2
2061,1,1,0,0,126000.0,2,1,3,2,0,0,0,1.0,1.0,51,6
2062,1,1,0,0,126000.0,2,1,3,2,0,0,0,1.0,1.0,51,6
3043,0,0,0,0,202500.0,2,2,1,2,0,0,1,2.0,1.0,32,4
4270,1,0,0,0,540000.0,2,1,2,2,0,1,0,2.0,1.0,43,0
4855,1,1,0,0,112500.0,3,2,2,2,0,1,0,2.0,1.0,59,-1001
4856,1,1,0,0,112500.0,3,2,2,2,0,1,0,2.0,1.0,59,-1001
6834,1,0,1,1,135000.0,1,2,2,2,1,0,0,3.0,1.0,43,1
7856,0,1,1,1,135000.0,1,2,2,2,1,1,0,3.0,1.0,41,0
8913,0,0,0,0,202500.0,2,1,2,2,0,0,1,2.0,1.0,34,14
9313,0,0,0,0,450000.0,2,1,4,2,1,1,0,1.0,1.0,44,2
9724,1,0,1,2,270000.0,4,1,2,2,1,1,0,4.0,1.0,43,20
10720,1,1,0,0,225000.0,3,2,3,2,0,0,0,1.0,1.0,63,-1001
10721,1,1,0,0,225000.0,3,2,3,2,0,0,0,1.0,1.0,63,-1001
12949,1,0,0,0,180000.0,2,2,2,2,1,0,0,2.0,1.0,51,5
13935,1,1,1,2,180000.0,1,2,2,2,0,0,0,4.0,1.0,45,22
14389,1,1,0,0,99000.0,3,1,4,2,0,0,0,1.0,1.0,67,-1001
14796,0,1,0,0,65250.0,3,1,2,2,0,0,0,2.0,1.0,57,-1001
14824,0,1,0,0,72900.0,3,4,2,2,0,0,0,2.0,1.0,64,-1001
15006,1,1,0,0,225000.0,3,2,2,3,0,1,0,2.0,1.0,59,-1001
15413,0,1,0,1,180000.0,1,2,3,2,0,0,0,2.0,1.0,35,0
15882,1,1,0,1,157500.0,4,1,2,2,0,0,0,3.0,1.0,42,11
15883,1,1,0,1,157500.0,4,1,2,2,0,0,0,3.0,1.0,42,11
15885,1,1,0,1,157500.0,4,1,2,2,0,0,0,3.0,1.0,42,11
15904,1,0,0,0,202500.0,1,1,2,2,0,0,0,2.0,1.0,41,10
15931,1,1,0,0,215550.0,1,1,2,2,0,1,0,2.0,1.0,28,2
15995,1,1,1,0,157500.0,2,2,2,2,0,0,0,2.0,1.0,52,4
16035,1,0,1,1,202500.0,1,1,2,1,0,0,0,3.0,1.0,26,7
16913,1,1,1,0,103500.0,3,2,2,2,0,0,0,2.0,1.0,62,-1001
18488,1,0,0,0,256500.0,2,1,2,2,1,0,0,2.0,1.0,30,4
18685,1,1,0,2,225000.0,1,1,2,2,0,1,0,4.0,1.0,37,15
18853,1,1,0,0,306000.0,1,2,2,2,0,0,0,2.0,1.0,51,8
18854,1,1,0,0,306000.0,1,2,2,2,0,0,0,2.0,1.0,51,8
18856,1,1,0,0,306000.0,1,2,2,2,0,0,0,2.0,1.0,51,8
18857,1,1,0,0,306000.0,1,2,2,2,0,0,0,2.0,1.0,51,8
18923,1,1,0,2,180000.0,1,3,4,2,1,0,0,3.0,1.0,33,9
18924,1,1,0,2,180000.0,1,3,4,2,1,0,0,3.0,1.0,33,9
19120,0,1,0,1,202500.0,2,2,4,2,0,1,0,2.0,1.0,34,1
19315,0,0,0,0,315000.0,2,1,2,2,0,0,0,2.0,1.0,51,3
21225,0,0,0,0,135000.0,1,2,2,2,0,0,0,2.0,1.0,29,0
21557,0,0,0,2,360000.0,2,3,2,2,0,0,0,4.0,1.0,34,5
21565,1,1,1,0,225000.0,1,2,3,2,0,0,0,1.0,1.0,51,10
22615,1,1,0,0,135000.0,1,2,2,2,0,0,0,2.0,1.0,46,15
23524,0,1,1,0,225000.0,2,2,2,2,1,1,0,2.0,1.0,40,3
24008,1,1,1,0,135000.0,1,2,5,5,0,0,0,1.0,1.0,54,1
24934,1,1,0,1,157500.0,2,2,2,2,1,1,0,3.0,1.0,35,10
25217,1,1,0,1,202500.0,1,3,2,2,0,1,0,3.0,1.0,29,3
25218,1,1,0,1,202500.0,1,3,2,2,0,1,0,3.0,1.0,29,3
25327,1,1,0,3,67500.0,2,2,2,2,1,1,0,5.0,1.0,45,1
25512,0,1,0,0,315000.0,2,1,3,2,0,0,1,1.0,1.0,28,1
25513,0,1,0,0,315000.0,2,1,3,2,0,0,1,1.0,1.0,28,1
25516,0,1,0,0,315000.0,2,1,3,2,0,0,1,1.0,1.0,28,1
25517,0,1,0,0,315000.0,2,1,3,2,0,0,1,1.0,1.0,28,1
25519,0,1,0,0,315000.0,2,1,3,2,0,0,1,1.0,1.0,28,1
26589,1,0,1,1,270000.0,1,2,1,2,0,0,0,3.0,1.0,33,5
27300,1,1,1,0,67500.0,3,2,5,2,0,1,0,1.0,1.0,63,-1001
27535,0,1,1,1,130500.0,1,3,2,1,1,1,0,3.0,1.0,31,4
27537,0,1,1,1,130500.0,1,3,2,1,1,1,0,3.0,1.0,31,4
27732,1,1,0,0,126000.0,4,3,2,2,0,0,0,2.0,1.0,48,4
27971,1,1,0,0,202500.0,1,2,2,2,0,0,0,2.0,1.0,39,9
27973,1,1,0,0,202500.0,1,2,2,2,0,0,0,2.0,1.0,39,9
27975,1,1,0,0,202500.0,1,2,2,2,0,0,0,2.0,1.0,39,9
28309,0,0,0,0,126000.0,1,1,3,2,1,0,0,1.0,1.0,39,2
28310,0,0,0,0,126000.0,1,1,3,2,1,0,0,1.0,1.0,39,2
28510,1,1,0,0,180000.0,3,2,2,2,0,0,0,2.0,1.0,62,-1001
28511,1,1,0,0,180000.0,3,2,2,2,0,0,0,2.0,1.0,62,-1001
28513,1,1,0,0,180000.0,3,2,2,2,0,0,0,2.0,1.0,62,-1001
28514,1,1,0,0,180000.0,3,2,2,2,0,0,0,2.0,1.0,62,-1001
28632,1,0,0,0,135000.0,1,2,1,2,0,0,0,2.0,1.0,49,25
28853,0,1,0,1,157500.0,1,2,2,2,0,0,0,3.0,1.0,42,6
28854,0,1,0,1,157500.0,1,2,2,2,0,0,0,3.0,1.0,42,6
29100,1,1,0,0,76500.0,3,4,4,2,0,0,0,1.0,1.0,58,-1001
29314,1,1,1,0,81000.0,3,2,4,2,0,1,0,1.0,1.0,61,-1001
29484,1,0,1,2,162000.0,2,3,2,2,1,1,0,4.0,1.0,26,2
29485,1,0,1,2,162000.0,2,3,2,2,1,1,0,4.0,1.0,26,2
29487,1,0,1,2,162000.0,2,3,2,2,1,1,0,4.0,1.0,26,2
29488,1,0,1,2,162000.0,2,3,2,2,1,1,0,4.0,1.0,26,2
29489,1,0,1,2,162000.0,2,3,2,2,1,1,0,4.0,1.0,26,2
29786,1,1,1,0,112500.0,3,2,2,3,0,0,0,2.0,1.0,58,-1001
30169,1,1,1,1,202500.0,1,2,4,2,0,0,0,2.0,1.0,38,0
30177,1,1,0,0,148500.0,3,2,2,2,0,0,0,2.0,1.0,57,-1001
30494,1,0,0,0,135000.0,1,4,2,2,0,1,0,2.0,1.0,44,1
30660,1,1,0,2,135000.0,2,4,1,4,1,0,0,4.0,1.0,27,5
30970,1,1,1,0,135000.0,2,2,2,2,0,1,0,2.0,1.0,41,6
30971,1,1,1,0,135000.0,2,2,2,2,0,1,0,2.0,1.0,41,6
31051,1,0,1,0,112500.0,2,2,4,2,1,1,0,1.0,1.0,48,28
31722,0,1,0,0,112500.0,2,1,2,2,0,0,0,2.0,1.0,55,1
31723,0,1,0,0,112500.0,2,1,2,2,0,0,0,2.0,1.0,55,1
31724,0,1,0,0,112500.0,2,1,2,2,0,0,0,2.0,1.0,55,1
31944,0,0,0,0,195750.0,1,2,2,2,1,1,0,2.0,1.0,51,2
32520,0,1,1,0,90000.0,1,2,3,4,1,0,0,1.0,1.0,27,0
32522,0,1,1,0,90000.0,1,2,3,4,1,0,0,1.0,1.0,27,0
32548,1,1,1,0,90000.0,1,2,2,2,1,1,0,2.0,1.0,47,8
32551,1,1,1,0,90000.0,1,2,2,2,1,1,0,2.0,1.0,47,8
33126,0,0,0,2,450000.0,2,1,2,2,1,1,0,4.0,1.0,48,11
33127,0,0,0,2,450000.0,2,1,2,2,1,1,0,4.0,1.0,48,11
